-1,-1,-1,22,0,-1,-1,-1,-1,0,22,-1,-1,-1
-1,-1,22,0,5,-1,-1,-1,-1,4,0,22,-1,-1
-1,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,22,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,15,13,13,13,13,14,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,13,14,-1,-1,-1,-1,-1,-1,15,13,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,12,11,-1,-1,-1,-1,11,-1,-1,12,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,15,14,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,13,14,-1,-1,-1,-1,-1,-1,15,13,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,13,14,-1,-1,-1,-1,15,13,13,13,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,0,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,22,0,0,-1
-1,0,13,13,13,14,-1,-1,-1,4,0,0,0,0
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,11,-1,-1,11,-1,-1,11,-1,-1,11,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
